1	2
2	3
3	4
4	5
5	6
6	4
4	7
7	8
8	9
9	10
10	10
10	6
6	6
6	11
11	11
11	4
4	4
4	6
6	12
12	6
6	13
13	6
6	6
6	14
14	12
12	6
6	15
15	16
16	17
17	6
6	18
18	19
19	19
19	20
20	20
20	6
6	20
20	21
21	19
19	19
19	19
19	22
22	22
22	22
22	6
6	6
6	6
6	23
23	4
4	24
24	6
6	6
6	1
1	24
24	25
25	24
24	6
6	24
24	24
24	26
26	24
24	26
26	27
27	15
15	4
4	28
28	6
6	4
4	29
29	30
30	31
31	30
30	30
30	28
28	31
31	30
30	31
31	31
31	30
30	31
31	22
22	22
22	22
22	22
22	32
32	32
32	32
32	22
22	22
22	22
22	22
22	33
33	33
33	33
33	34
34	33
33	33
33	33
33	33
33	34
34	24
24	34
34	34
34	34
34	34
34	35
35	35
35	35
35	35
35	35
35	35
35	6
6	36
36	28
28	9
9	9
9	25
25	9
9	14
14	6
6	14
14	9
9	6
6	9
9	6
6	14
14	30
30	6
6	37
37	38
38	39
39	6
6	40
40	41
41	6
6	42
42	40
40	43
43	25
25	44
44	43
43	43
43	44
44	44
44	44
44	41
41	41
41	41
41	45
45	46
46	6
6	6
6	36
36	47
47	12
12	47
47	9
9	47
47	47
47	48
48	49
49	50
50	17
17	6
6	51
51	22
22	52
52	6
6	39
39	47
47	47
47	22
22	22
22	22
22	22
22	6
6	28
28	46
46	6
6	4
4	4
4	9
9	12
12	12
12	8
8	9
9	7
7	13
13	53
53	6
6	9
9	9
9	6
6	54
54	6
6	55
55	6
6	56
56	6
6	4
4	4
4	53
53	12
12	6
6	6
6	11
11	4
4	57
57	4
4	6
6	7
7	6
6	12
12	6
6	6
6	58
58	59
59	60
60	60
60	61
61	60
60	62
62	60
60	62
62	63
63	64
64	65
65	66
66	67
67	63
63	68
68	63
63	60
60	60
60	64
64	60
60	69
69	70
70	60
60	60
60	60
60	71
71	72
72	72
72	60
60	60
60	60
60	64
64	69
69	60
60	73
73	68
68	74
74	74
74	65
65	75
75	76
76	67
67	60
60	64
64	60
60	68
68	62
62	75
75	60
60	60
60	77
77	77
77	77
77	62
62	62
62	67
67	75
75	60
60	60
60	78
78	78
78	79
79	80
80	60
60	81
81	60
60	82
82	62
62	66
66	73
73	83
83	83
83	62
62	62
62	64
64	67
67	84
84	85
85	66
66	83
83	83
83	86
86	60
60	60
#
2	87
87	41
41	87
87	87
87	87
87	87
87	88
88	87
87	89
89	35
35	35
35	90
90	35
35	54
54	35
35	57
57	35
35	35
35	35
35	35
35	35
35	35
35	35
35	43
43	43
43	43
43	43
43	47
47	47
47	47
47	91
91	92
92	11
11	93
93	93
93	93
93	94
94	24
24	24
24	41
41	41
41	41
41	25
25	95
95	96
96	97
97	96
96	98
98	99
99	100
100	96
96	9
9	101
101	102
102	103
103	59
59	97
97	104
104	60
60	71
71	96
96	60
60	60
60	64
64	70
70	60
60	72
72	60
60	60
60	73
73	60
60	60
60	60
60	86
86	86
86	86
86	105
105	106
106	107
107	108
108	109
109	109
109	109
109	109
109	109
109	84
84	108
108	67
67	108
108	71
71	110
110	110
110	108
108	107
107	111
111	111
111	112
112	107
107	113
113	113
113	113
113	108
108	107
107	107
107	114
114	114
114	106
106	108
108	107
107	107
107	113
113	113
113	115
115	109
109	109
109	109
109	109
109	106
106	106
106	106
106	106
106	106
106	114
114	114
114	114
114	114
114	114
114	108
108	107
107	116
116	116
116	107
107	117
117	115
115	115
115	115
115	108
108	114
114	114
114	114
114	114
114	109
109	108
108	107
107	107
107	113
113	113
113	113
113	108
108	107
107	107
107	114
114	114
114	115
115	108
108	107
107	107
107	118
118	113
113	113
113	113
113	109
109	109
109	109
109	114
114	114
114	114
114	114
114	114
114	114
114	119
119	107
107	107
107	108
108	115
115	115
115	115
115	108
108	107
107	107
107	114
114	114
114	114
114	108
108	107
107	108
#
120	35
35	20
20	35
35	35
35	35
35	35
35	35
35	35
35	121
121	35
35	57
57	57
57	57
57	57
57	57
57	35
35	35
35	122
122	43
43	122
122	47
47	47
47	47
47	47
47	47
47	91
91	123
123	11
11	92
92	93
93	93
93	93
93	124
124	125
125	126
126	102
102	127
127	96
96	97
97	128
128	31
31	98
98	99
99	100
100	9
9	101
101	97
97	96
96	129
129	104
104	101
101	129
129	5
5	128
128	130
130	131
131	132
132	101
101	104
104	129
129	98
98	133
133	134
134	132
132	101
101	9
9	135
135	9
9	136
136	132
132	137
137	138
138	132
132	5
5	135
135	132
132	132
132	139
139	132
132	133
133	8
8	9
9	132
132	132
132	140
140	89
89	25
25	87
87	87
87	141
141	141
141	141
141	132
132	132
132	142
142	142
142	143
143	132
132	144
144	132
132	145
145	5
5	21
21	132
132	13
13	101
101	132
132	5
5	101
101	146
146	132
132	101
101	132
132	147
147	120
120	32
32	87
87	44
44	87
87	87
87	141
141	87
87	44
44	44
44	44
44	87
87	141
141	141
141	87
87	87
87	50
50	28
28	50
50	21
21	89
89	9
9	148
148	149
149	148
148	149
149	149
149	93
93	93
93	93
93	150
150	151
151	27
27	131
131	150
150	150
150	50
50	27
27	150
150	95
95	58
58	152
152	152
152	153
153	154
154	76
76	76
76	63
63	155
155	76
76	67
67	76
76	67
67	111
111	153
153	156
156	157
157	158
158	153
153	153
153	153
153	153
153	86
86	159
#
160	144
144	47
47	47
47	47
47	47
47	47
47	47
47	89
89	43
43	43
43	47
47	47
47	47
47	47
47	92
92	91
91	11
11	93
93	93
93	93
93	94
94	24
24	24
24	24
24	41
41	41
41	41
41	141
141	141
141	32
32	142
142	161
161	142
142	50
50	162
162	96
96	97
97	98
98	16
16	99
99	99
99	100
100	9
9	96
96	101
101	97
97	104
104	96
96	96
96	96
96	101
101	163
163	164
164	165
165	140
140	166
166	80
80	80
80	167
167	165
165	168
168	165
165	84
84	70
70	84
84	165
165	169
169	165
165	165
165	65
65	72
72	170
170	67
67	165
165	165
165	66
66	171
171	165
165	84
84	84
84	84
84	165
165	66
66	165
165	172
172	172
172	170
170	173
173	174
174	165
165	68
68	175
175	61
61	67
67	165
165	170
170	169
169	165
165	171
171	165
165	176
176	177
177	170
170	173
173	165
165	63
63	63
63	67
67	165
165	165
165	63
63	165
165	67
67	67
67	173
173	165
165	165
165	165
165	143
143	165
165	100
#
178	41
41	11
11	41
41	41
41	41
41	94
94	94
94	89
89	91
91	41
41	24
24	41
41	41
41	41
41	41
41	24
24	24
24	24
24	41
41	41
41	41
41	41
41	141
141	179
179	141
141	141
141	11
11	19
19	19
19	19
19	19
19	50
50	180
180	180
180	88
88	128
128	181
181	181
181	98
98	98
98	5
5	26
26	99
99	100
100	182
182	9
9	181
181	183
183	181
181	181
181	38
38	181
181	5
5	131
131	183
183	181
181	181
181	183
183	181
181	104
104	133
133	134
134	101
101	137
137	184
184	184
184	181
181	138
138	12
12	101
101	181
181	13
13	12
12	181
181	12
12	12
12	181
181	185
185	181
181	128
128	133
133	101
101	12
12	181
181	133
133	101
101	12
12	145
145	181
181	181
181	101
101	181
181	182
182	183
183	183
183	133
133	181
181	146
146	12
12	181
181	181
181	186
186	147
147	147
#
178	41
41	24
24	41
41	94
94	94
94	41
41	41
41	41
41	41
41	41
41	89
89	89
89	91
91	41
41	41
41	41
41	24
24	24
24	24
24	24
24	41
41	41
41	25
25	126
126	95
95	142
142	50
50	50
50	53
53	180
180	180
180	97
97	96
96	98
98	99
99	7
7	99
99	9
9	9
9	100
100	101
101	96
96	97
97	104
104	96
96	96
96	96
96	101
101	163
163	164
164	187
187	69
69	187
187	140
140	84
84	70
70	63
